,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
1145,Arts,Economics/Modern Language,TR208,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1146,Arts,Economics/Philosophy,TR209,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1147,Arts,Economics/Sociology,TR212,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1148,Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/English Literature,TR228,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1149,Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/History of Art and Architecture,TR231,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1150,Interdisciplinary programmes and qualifications involving arts and humanities,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",TR233,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1151,Arts,Classical Languages/Modern Language,TR239,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1152,Arts,English Literature/History,TR262,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1153,Arts,English Literature/History of Art and Architecture,TR263,,*,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1154,Arts,English Literature/Philosophy,TR269,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1155,Arts,English Literature/Sociology,TR272,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1156,Arts,English Literature/Drama Studies,TR276,498.0,,,,476.0,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1157,Arts,English Literature/Modern Language,TR277,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1158,Arts,Film/Drama Studies,TR311,521.0,*,,,521.0,*,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1159,Arts,Film/English Literature,TR312,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1160,Arts,Film/Music,TR320,,*,,,,*,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1161,Arts,Geography/History,TR322,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1162,Arts,Drama Studies/Modern Language,TR323,473.0,,,,473.0,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1163,Arts,Film/Modern Language,TR324,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1164,Arts,Film/History,TR325,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1165,Arts,Geography/Modern Language,TR326,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1166,Arts,Geography/Sociology,TR332,,*,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1167,Arts,History/History of Art and Architecture,TR443,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1168,Arts,History/Modern Language,TR447,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1169,Arts,History/Philosophy,TR449,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1170,Arts,History/Sociology,TR452,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1171,Arts,History/Religion,TR454,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1172,Arts,History of Art and Architecture/Modern Language,TR455,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1173,Arts,History of Art and Architecture/Philosophy,TR479,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1174,Arts,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",TR547,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1175,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",TR548,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1176,Arts,"Middle Eastern,Jewish and Islamic Civilisations/History",TR554,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1177,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",TR563,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1178,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Music",TR564,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1179,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Religion",TR565,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1180,Arts,Mathematics/Modern Language,TR597,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1181,Arts,Mathematics/Music,TR598,,*,,,,*,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1182,Arts,Mathematics/Philosophy,TR599,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1183,Arts,Music/Philosophy,TR629,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1184,Arts,Music/Drama Studies,TR635,473.0,,,,473.0,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1185,Arts,Music/Modern Language,TR636,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1186,Arts,Music/Religion,TR638,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1187,Arts,Philosophy/Modern Language,TR639,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1188,Arts,Philosophy/Sociology,TR662,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1189,Arts,Religion/Classical Civilisation,TR663,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1190,Arts,Religion/English Literature,TR664,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1191,Arts,Religion/History of Art and Architecture,TR665,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1192,Arts,Religion/Modern Language,TR666,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1193,Arts,French/Modern Language,TR667,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1194,Arts,German/Modern Language,TR668,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1195,Arts,Irish/Modern Language,TR669,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1196,Arts,Italian/Modern Language,TR670,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1197,Arts,Russian/Modern Language,TR671,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1198,Arts,Spanish/Modern Language,TR672,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1199,Arts,Sociology/Drama Studies,TR755,498.0,,,,498.0,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1200,Arts,Sociology/Modern Language,TR756,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1201,Health,Dental Nursing,TR801,,,,,,,,7,Trinity College Dublin,,,,,,,,,,,,TR
1202,Health,Dental Hygiene,TR802,543.0,,511.0,,498.0,,,7,Trinity College Dublin,#,,,,,,,,,,,TR
1203,Health,Dental Technology,TR803,531.0,,486.0,,359.0,,,7,Trinity College Dublin,#,,,,,,,,,,,TR
1204,Health,Children`s and General Nursing (Integrated),TR911,,,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1205,Health,Midwifery,TR913,,,,*,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1206,Engineering and engineering trades,Electronic Engineering,TU601,,,,,,,,6,Technological University Dublin,,avp,,,,,,,,,,TU
1207,Engineering and engineering trades,Computer Engineering,TU602,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1208,Engineering and engineering trades,Mechanical Engineering,TU603,,,,,,,,6,Technological University Dublin,,avp,,,,,,,,,,TU
1209,Personal services,Bar and Restaurant Management,TU641,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1210,Personal services,Culinary Arts,TU642,,,,,,,,6,Technological University Dublin,,avp,,,,,,,,,,TU
1211,Personal services,Culinary Arts (Professional Cookery Practice),TU643,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1212,Personal services,Food Management and Entrepreneurship,TU644,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1213,Manufacturing and processing,Food Science and Management,TU645,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1214,Biological and related sciences,Applied Biology,TU651,,,,,,,,6,Technological University Dublin,,avp,,,,,,,,,,TU
1215,Information and Communication Technologies (ICTs),Computing,TU652,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1216,Information and Communication Technologies (ICTs),Computing (Information Technology),TU653,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1217,Health,Pharmacy Technician Studies,TU654,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1218,Information and Communication Technologies (ICTs),Computing (Networking Technologies) Learn and Work,TU655,,,,,,,,6,Technological University Dublin,#,avp,,,,,,,,,,TU
1219,Business and administration,Business,TU671,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1220,Business and administration,Business (Common entry),TU672,,,,,,,,6,Technological University Dublin,,avp,,,,,,,,,,TU
1221,Business and administration,Business Management,TU673,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1222,Business and administration,Business Studies,TU674,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1223,Business and administration,Marketing,TU675,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1224,Business and administration,Retail Management and Marketing,TU676,,,,,,,,6,Technological University Dublin,,,,,,,,,,,,TU
1225,Engineering and engineering trades,Automation Engineering,TU701,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1226,Engineering and engineering trades,Biomedical Design,TU702,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1227,Engineering and engineering trades,Building Engineering,TU703,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1228,Architecture and construction,Civil Engineering,TU704,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1229,Engineering and engineering trades,Electrical and Control Engineering,TU705,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1230,Engineering and engineering trades,Electrical Services Engineering,TU706,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1231,Engineering and engineering trades,Electronic Engineering,TU707,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1232,Engineering and engineering trades,Engineering (Common Entry with Award options),TU708,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1233,Engineering and engineering trades,Engineering (General Entry),TU709,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1234,Engineering and engineering trades,Engineering Reliability Management,TU710,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1235,Engineering and engineering trades,Mechatronic Engineering,TU711,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1236,Engineering and engineering trades,Sustainable Energy and Environmental Engineering,TU712,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1237,Engineering and engineering trades,Computer Engineering,TU713,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1238,Engineering and engineering trades,Electronics and Communications Engineering,TU714,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1239,Engineering and engineering trades,Engineering Software,TU715,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1240,Engineering and engineering trades,Networking Technology,TU716,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1241,Engineering and engineering trades,Mechanical Engineering,TU717,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1242,Engineering and engineering trades,Mechanical Engineering,TU718,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1243,Manufacturing and processing,"Design,Technology and Innovation",TU719,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1244,Engineering and engineering trades,Automotive Management and Technology,TU720,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1245,Engineering and engineering trades,Aviation Technology,TU721,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1246,Manufacturing and processing,Process Instrumentation and Automation Learn and Work,TU722,,,,,,,,7,Technological University Dublin,#,avp,v,,,,,,,,,TU
1247,Business and administration,"Auctioneering, Valuation and Estate Agency",TU731,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1248,Manufacturing and processing,Timber Product Technology,TU732,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1249,Personal services,Sports Management and Coaching,TU735,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1250,Biological and related sciences,Sports Science and Health,TU736,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1251,Personal services,Baking and Pastry Arts Management,TU741,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1252,Personal services,Culinary Arts,TU742,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1253,Personal services,Hospitality Management,TU745,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1254,Personal services,International Hospitality and Tourism Management,TU746,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1255,Personal services,Tourism Management,TU747,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1256,Biological and related sciences,Biosciences,TU751,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1257,Biological and related sciences,DNA and Forensic Analysis,TU752,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1258,Physical sciences,Industrial and Environmental Physics,TU754,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1259,Physical sciences,Science (General Entry),TU755,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1260,Information and Communication Technologies (ICTs),Computing,TU756,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1261,Information and Communication Technologies (ICTs),Computing (Information Technology),TU757,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1262,Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,TU758,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1263,Information and Communication Technologies (ICTs),Information Technology Management,TU759,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1264,Biological and related sciences,Bioanalysis,TU760,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1265,Health,Ophthalmic Dispensing,TU761,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1266,Physical sciences,Medicinal Chemistry and Pharmaceutical Sciences,TU762,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1267,Biological and related sciences,Pharmaceutical Science,TU763,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1268,Business and administration,Business,TU771,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1269,Business and administration,Business (Common Entry with Award options),TU772,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1270,Business and administration,Management,TU774,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1271,Business and administration,Accounting and Finance,TU775,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1272,Business and administration,Accounting and Finance,TU776,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1273,Business and administration,Business and Information Technology,TU777,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1274,Business and administration,International Business,TU778,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1275,Business and administration,International Business,TU779,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1276,Business and administration,Advertising and Marketing Communications,TU780,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1277,Business and administration,Digital Marketing,TU781,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1278,Business and administration,Digital Marketing,TU782,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1279,Business and administration,Marketing,TU783,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1280,Welfare,Applied Social Studies in Social Care,TU791,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1281,Social and behavioural sciences,Community and Youth Development,TU792,,,,,,,,7,Technological University Dublin,,avp,,,,,,,,,,TU
1282,Welfare,Early Childhood Care and Education,TU793,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1283,Welfare,Early Childhood Care and Education,TU794,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1284,Arts,Visual Merchandising and Display,TU795,,,,,,,,7,Technological University Dublin,#,,,,,,,,,,,TU
1285,Arts,Creative Digital Media,TU796,,,,,,,,7,Technological University Dublin,,,,,,,,,,,,TU
1286,Engineering and engineering trades,Biomedical Design,TU801,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1287,Engineering and engineering trades,Electrical Services and Energy Management,TU802,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1288,Engineering and engineering trades,Electronic Engineering,TU803,,,243.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1289,Engineering and engineering trades,Engineering (Common Entry with Award options),TU804,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1290,Engineering and engineering trades,Engineering (General Entry),TU805,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1291,Engineering and engineering trades,Sustainable Energy Engineering,TU806,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1292,Engineering and engineering trades,Computer Engineering in Mobile Systems,TU807,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1293,Engineering and engineering trades,Engineering Software,TU808,,,260.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1294,Engineering and engineering trades,Mechanical Engineering,TU809,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1295,Engineering and engineering trades,Mechatronic Engineering,TU810,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1296,Arts,Product Design,TU811,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1297,Manufacturing and processing,"Design,Technology and Innovation",TU812,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1298,Engineering and engineering trades,Automation Engineering,TU813,,,218.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1299,Transport services,Transport Operations and Technology,TU814,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1300,Architecture and construction,Architectural Technology,TU831,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1301,Architecture and construction,Architecture (Suitability Test and Interview),TU832,,,,,,,,8,Technological University Dublin,#,,,,,,,,,,,TU
1302,Architecture and construction,Construction Management,TU833,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1303,Architecture and construction,Geographic Science,TU834,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1304,Architecture and construction,Planning and Environmental Management,TU835,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1305,Architecture and construction,Property Economics (Valuation Surveying),TU836,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1306,Architecture and construction,Quantity Surveying and Construction Economics,TU837,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1307,Environment,Analytical Chemistry (Environmental Forensic and Pharmaceutical),TU851,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1308,Physical sciences,Chemical Sciences with Medicinal Chemistry,TU852,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1309,Biological and related sciences,Science (General Entry),TU854,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1310,Physical sciences,Science with Nanotechnology,TU855,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1311,Information and Communication Technologies (ICTs),Computer Science,TU856,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1312,Information and Communication Technologies (ICTs),Computer Science (Infrastructure),TU857,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1313,Information and Communication Technologies (ICTs),Computer Science (International),TU858,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1314,Information and Communication Technologies (ICTs),Computing,TU859,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1315,Information and Communication Technologies (ICTs),Computing (Information Technology),TU860,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1316,Information and Communication Technologies (ICTs),Computing with Language (French/German/Spanish),TU861,,,308.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1317,Information and Communication Technologies (ICTs),Computing with Data Analytics,TU862,,,226.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1318,Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,TU863,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1319,Biological and related sciences,DNA and Forensic Analysis,TU864,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1320,Information and Communication Technologies (ICTs),Computing with IT Management,TU865,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1321,Health,Biomedical and Molecular Diagnostics,TU866,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1322,Health,Biomedical Science,TU867,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1323,Health,Clinical Measurement Science,TU868,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1324,Hygiene and occupational health services,Environmental Health,TU869,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1325,Health,Human Nutrition and Dietetics,TU870,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1326,Health,Optometry,TU871,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1327,Biological and related sciences,Public Health Nutrition,TU872,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1328,Mathematics and statistics,Industrial Mathematics,TU873,,,250.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1329,Mathematics and statistics,Mathematical Sciences,TU874,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1330,Biological and related sciences,Pharmaceutical Healthcare,TU875,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1331,Biological and related sciences,Pharmaceutical Science,TU876,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1332,Physical sciences,Physics Technology,TU877,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1333,Physical sciences,Physics with Energy and Environment,TU878,,,337.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1334,Health,Physics with Medical Physics and Bioengineering,TU879,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1335,Physical sciences,Physics with Data Science,TU880,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1336,Manufacturing and processing,Food Innovation,TU881,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1337,Biological and related sciences,Nutraceuticals in Health and Nutrition,TU882,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1338,Business and administration,Business,TU901,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1339,Business and administration,Business (Common Entry with Award options),TU902,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1340,Business and administration,Business and Management,TU903,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1341,Business and administration,Business and Law,TU904,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1342,Social and behavioural sciences,Economics and Finance,TU905,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1343,Business and administration,Human Resource Management,TU906,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1344,Business and administration,Logistics and Supply Chain Management,TU907,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1345,Business and administration,Management,TU908,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1346,Business and administration,Accounting and Finance,TU909,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1347,Business and administration,Accounting and Finance,TU910,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1348,Business and administration,Accounting and Finance,TU911,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1349,Information and Communication Technologies (ICTs),Business Analytics,TU912,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1350,Business and administration,Business and Information Technology,TU913,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1351,Information and Communication Technologies (ICTs),Business Computing,TU914,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1352,Business and administration,International Business,TU915,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1353,Business and administration,International Business,TU916,,,235.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1354,Law,Law (LLB ) with a Language,TU917,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1355,Law,Law (LLB),TU918,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1356,Business and administration,Advertising and Marketing Communications,TU919,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1357,Business and administration,Digital Marketing,TU920,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1358,Business and administration,Digital Marketing Technologies,TU921,,,,,,,,8,Technological University Dublin,,avp,v,,,,,,,,,TU
1359,Business and administration,Marketing,TU922,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1360,Business and administration,Marketing Management,TU923,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1361,Business and administration,E-Commerce in Retailing,TU924,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1362,Business and administration,Retail and Services Management,TU925,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1363,Personal services,Sports Management and Coaching,TU935,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1364,Biological and related sciences,Sports Science and Health,TU936,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1365,Personal services,Botanical Cuisine,TU941,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1366,Personal services,Culinary Arts,TU942,,,212.0,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1367,Personal services,Culinary Entrepreneurship,TU943,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1368,Personal services,Culinary Science,TU944,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1369,Personal services,International Hospitality and Tourism Management,TU951,,,184.0,,,,,8,Technological University Dublin,,avp,v,,,,,,,,,TU
1370,Personal services,International Hospitality Management,TU952,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1371,Personal services,Tourism and Digital Marketing,TU953,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1372,Personal services,Event Management,TU954,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1373,Personal services,Sports & Leisure Management,TU955,,,,,,,,8,Technological University Dublin,,avp,,,,,,,,,,TU
1374,Arts,Commercial Modern Music,TU961,,,,,,,,8,Technological University Dublin,#,avp,,,,,,,,,,TU
1375,Arts,Drama (Performance),TU962,,,,,,,,8,Technological University Dublin,#,,,,,,,,,,,TU
1376,Arts,Music,TU963,,,,,,,,8,Technological University Dublin,#,,,,,,,,,,,TU
1377,Business and administration,International Business and Languages,TU965,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1378,Languages,Languages and English Studies,TU966,,,,,,,,8,Technological University Dublin,,avp,v,,,,,,,,,TU
1379,Arts,Languages and International Tourism,TU967,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1380,Arts,Contemporary Visual Culture,TU971,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1381,Arts,Creative and Cultural Industries,TU972,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
