,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
555,Architecture and construction,Construction Management,GA480,260.0,,,,260.0,,336.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
556,Architecture and construction,Quantity Surveying and Construction Economics,GA482,288.0,,,,288.0,,350.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
557,Architecture and construction,Architectural Technology,GA483,265.0,,,,265.0,,337.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
558,Architecture and construction,Civil Engineering,GA484,290.0,,,,290.0,,383.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
559,Engineering and engineering trades,Software and Electronic Engineering,GA570,224.0,,,,224.0,,399.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
560,Engineering and engineering trades,Software and Electronic Engineering,GA580,300.0,,,,300.0,,393.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
561,Engineering and engineering trades,Mechanical Engineering,GA670,265.0,,,,265.0,,413.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
562,Engineering and engineering trades,Energy Engineering,GA673,260.0,,,,260.0,,452.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
563,Engineering and engineering trades,Biomedical Engineering,GA674,298.0,,,,298.0,,455.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
564,Engineering and engineering trades,Agricultural Engineering,GA675,298.0,,,,298.0,,386.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
565,Engineering and engineering trades,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),GA676,290.0,,,,290.0,,465.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
566,Manufacturing and processing,Manufacturing Engineering Design,GA677,235.0,,,,235.0,,379.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
567,Engineering and engineering trades,Mechanical Engineering,GA680,330.0,,,,330.0,,401.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
568,Engineering and engineering trades,Energy Engineering,GA681,293.0,,,,293.0,,366.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
569,Engineering and engineering trades,Biomedical Engineering,GA682,313.0,,,,313.0,,393.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
570,Engineering and engineering trades,Agricultural Engineering,GA683,309.0,,,,309.0,,385.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
571,Engineering and engineering trades,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),GA684,340.0,,,,340.0,,405.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
572,Manufacturing and processing,Manufacturing Engineering Design,GA685,309.0,,,,309.0,,379.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
573,Biological and related sciences,Applied Freshwater and Marine Biology,GA770,280.0,,,,280.0,,388.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
574,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA771,280.0,,,,280.0,,465.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
575,Environment,Chemical and Pharmaceutical Science,GA772,280.0,,,,280.0,,487.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
576,Physical sciences,Physics and Instrumentation,GA773,299.0,,,,299.0,,521.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
577,Biological and related sciences,Science (Undenominated),GA774,289.0,,,,289.0,,490.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
578,Information and Communication Technologies (ICTs),Computing in Software Development,GA775,260.0,,,,260.0,,356.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
579,Information and Communication Technologies (ICTs),Computing and Digital Media,GA776,241.0,,,,241.0,,381.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
580,Agriculture,Agriculture and Environmental Management,GA777,281.0,,,,281.0,,393.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
581,Biological and related sciences,Applied Freshwater and Marine Biology,GA780,327.0,,,,327.0,,377.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
582,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA781,337.0,,,,337.0,,390.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
583,Environment,Chemical and Pharmaceutical Science,GA782,336.0,,,,336.0,,388.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
584,Physical sciences,Physics and Instrumentation,GA783,363.0,,,,363.0,,408.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
585,Biological and related sciences,Science (Undenominated),GA784,372.0,,,,372.0,,403.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
586,Health,Medical Science,GA785,473.0,,,,473.0,,500.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
587,Physical sciences,Forensic Science and Analysis,GA786,317.0,,,,317.0,,387.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
588,Information and Communication Technologies (ICTs),Computing in Software Development,GA787,270.0,,,,270.0,,315.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
589,Information and Communication Technologies (ICTs),Computing and Digital Media,GA788,274.0,,,,282.0,,356.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
590,Agriculture,Agriculture and Environmental Management,GA789,287.0,,,,289.0,,371.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
591,Personal services,Sport and Exercise Science,GA790,356.0,,,,356.0,,409.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
592,Biological and related sciences,Public Health Nutrition,GA791,368.0,,,,368.0,,409.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
593,Humanities (except languages),History & Geography,GA862,178.0,,,,178.0,,382.0,6,Galway-Mayo Institute of Technology,,avp,,,,,,,,,,GA
594,Education,Early Childhood Education and Care,GA864,214.0,,204.0,,204.0,,357.0,6,Galway-Mayo Institute of Technology,,avp,,,,,,,,,,GA
595,Personal services,Outdoor Education and Leisure,GA870,182.0,,171.0,,171.0,,399.0,7,Galway-Mayo Institute of Technology,,avp,,,,,,,,,,GA
596,Education,Early Childhood Education and Care,GA871,190.0,,,,190.0,,367.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
597,Social and behavioural sciences,Culture and Environment,GA872,196.0,,,,196.0,,328.0,7,Galway-Mayo Institute of Technology,,avp,,,,,,,,,,GA
598,Welfare,Applied Social Care,GA879,244.0,,,,244.0,,337.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
599,Health,General Nursing,GA880,429.0,*,422.0,*,422.0,*,441.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
600,Health,Psychiatric Nursing,GA882,367.0,,,,367.0,,377.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
601,Personal services,Outdoor Education,GA885,252.0,,,,252.0,,262.0,8,Galway-Mayo Institute of Technology,,avp,,,,,,,,,,GA
602,Humanities (except languages),History and Geography,GA887,244.0,,,,244.0,,380.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
603,Welfare,Applied Social Care,GA889,266.0,,,,266.0,,298.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
604,Education,Early Childhood Education and Care,GA890,270.0,,,,270.0,,327.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
605,Environment,Geography and Outdoor Education,GA891,244.0,,,,244.0,,391.0,8,Galway-Mayo Institute of Technology,,avp,,,,,,,,,,GA
606,Arts,"Furniture Design, Making and Technology - Common Entry",GA974,214.0,,,,214.0,,388.0,7,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
607,Education,Education (Design Graphics and Construction),GA980,377.0,,,,377.0,,411.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
608,Arts,"Furniture Design, Making and Technology - Common Entry",GA984,284.0,,,,284.0,,369.0,8,Galway-Mayo Institute of Technology,,,,,,,,,,,,GA
609,Business and administration,Business,GB001,,,,,115.0,,415.0,7,Galway Business School,,avp,,,,,,,,,,GB
610,Business and administration,Business Studies,GC200,252.0,,252.0,,252.0,,369.0,8,Griffith College,,avp,,,,,,,,,,GC
611,Business and administration,Accounting and Finance,GC201,303.0,,303.0,,303.0,,388.0,8,Griffith College,,avp,,,,,,,,,,GC
612,Information and Communication Technologies (ICTs),Computing Science,GC230,335.0,,325.0,,325.0,,393.0,8,Griffith College,,avp,,,,,,,,,,GC
613,Journalism and information,Communications and Media Production,GC250,,,,,,,,8,Griffith College,,avp,,,,,,,,,,GC
614,Business and administration,Business Studies,GC300,429.0,,,,390.0,,432.0,8,Griffith College,,avp,,,,,,,,,,GC
615,Business and administration,Accounting & Finance,GC301,253.0,,253.0,,253.0,,346.0,8,Griffith College,,avp,,,,,,,,,,GC
616,Business and administration,Business Studies - HRM,GC302,,,,,,,,8,Griffith College,,avp,,,,,,,,,,GC
617,Personal services,International Hospitality Management,GC305,253.0,,253.0,,253.0,,253.0,8,Griffith College,,avp,,,,,,,,,,GC
618,Personal services,International Hospitality Management,GC306,253.0,,253.0,,253.0,,253.0,7,Griffith College,,avp,,,,,,,,,,GC
619,Information and Communication Technologies (ICTs),Computing,GC335,217.0,,195.0,,195.0,,235.0,7,Griffith College,,avp,,,,,,,,,,GC
620,Business and administration,Business Studies,GC400,248.0,,248.0,,248.0,,281.0,8,Griffith College,,avp,,,,,,,,,,GC
621,Business and administration,Accounting and Finance,GC401,240.0,,227.0,,202.0,,343.0,8,Griffith College,,avp,,,,,,,,,,GC
622,Business and administration,Business Studies (HRM),GC402,264.0,,236.0,,218.0,,236.0,8,Griffith College,,avp,,,,,,,,,,GC
623,Law,Law,GC403,244.0,,228.0,,228.0,,328.0,8,Griffith College,,avp,,,,,,,,,,GC
624,Business and administration,Business Studies (Marketing),GC407,280.0,,280.0,,218.0,,321.0,8,Griffith College,,avp,,,,,,,,,,GC
625,Business and administration,Marketing,GC410,145.0,,,,145.0,,371.0,7,Griffith College,,avp,,,,,,,,,,GC
626,Business and administration,Business,GC411,135.0,,135.0,,135.0,,370.0,7,Griffith College,,avp,,,,,,,,,,GC
627,Information and Communication Technologies (ICTs),Computing Science,GC430,252.0,,220.0,,220.0,,298.0,8,Griffith College,,avp,,,,,,,,,,GC
628,Information and Communication Technologies (ICTs),Computing,GC435,,,,,96.0,,279.0,7,Griffith College,,avp,,,,,,,,,,GC
629,Journalism and information,Communications and Media Production,GC450,254.0,,254.0,,254.0,,280.0,8,Griffith College,,avp,,,,,,,,,,GC
630,Arts,Music Production for Games (portfolio),GC460,,,,,,,,6,Griffith College,#,avp,,,,,,,,,,GC
631,Arts,Design Communication (portfolio),GC462,,,,,,,,8,Griffith College,#,,,,,,,,,,,GC
632,Journalism and information,Communications,GC465,,,,,,,349.0,7,Griffith College,,avp,,,,,,,,,,GC
633,Arts,Film and TV Production,GC466,,,,,,,339.0,7,Griffith College,,avp,,,,,,,,,,GC
634,Arts,Photographic Media,GC470,169.0,,169.0,,169.0,,279.0,7,Griffith College,,avp,,,,,,,,,,GC
635,Arts,Photography,GC475,150.0,,150.0,,150.0,,348.0,6,Griffith College,,avp,,,,,,,,,,GC
636,Arts,Interior Architecture (portfolio),GC489,254.0,,,,254.0,,301.0,8,Griffith College,#,avp,,,,,,,,,,GC
637,Arts,Interior Design,GC490,117.0,,117.0,,117.0,,360.0,7,Griffith College,,avp,,,,,,,,,,GC
638,Arts,Fashion Design (portfolio),GC494,337.0,,217.0,,217.0,,412.0,8,Griffith College,#,avp,,,,,,,,,,GC
639,Arts,Fashion,GC495,129.0,,129.0,,129.0,,349.0,7,Griffith College,,avp,,,,,,,,,,GC
640,Arts,Arts (Joint-Honours),GY101,300.0,,,,300.0,,391.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
641,Social and behavioural sciences,Arts (Psychology),GY104,523.0,,520.0,,519.0,,542.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
642,Humanities (except languages),Arts (History),GY105,301.0,,,,301.0,,377.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
643,Languages,Na Dána (Gaeilge agus Léann an Aistriúcháin),GY107,409.0,,,,409.0,,456.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
644,Education,Arts (Mathematics and Education),GY109,403.0,,,,403.0,,466.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
645,Social and behavioural sciences,Arts with Children`s Studies,GY110,357.0,,,,357.0,,418.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
646,Arts,Arts with Creative Writing,GY111,330.0,,,,330.0,,492.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
647,Arts,Arts with Film Studies,GY112,321.0,,,,321.0,,399.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
648,Social and behavioural sciences,Arts with Human Rights,GY113,368.0,,,,368.0,,422.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
649,Arts,Arts with Performing Arts Studies,GY115,387.0,,,,387.0,,443.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
650,Arts,"Arts (Drama, Theatre and Performance Studies)",GY118,451.0,,,,451.0,,492.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
651,Journalism and information,Arts (Journalism),GY119,400.0,,,,400.0,,465.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
652,Social and behavioural sciences,"Arts (Child, Youth and Family: Policy and Practice)",GY120,350.0,,,,350.0,,397.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
653,Social and behavioural sciences,Arts (Children`s Studies),GY121,356.0,,,,356.0,,419.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
654,Arts,Na Dána (Cumarsáid agus Gaeilge),GY122,361.0,,,,361.0,,453.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
655,Social and behavioural sciences,Applied Social Sciences,GY123,358.0,,,,358.0,,410.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
656,Information and Communication Technologies (ICTs),Arts (Arts with Data Science),GY124,454.0,,,,454.0,,490.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
657,Arts,Arts (Digital Arts and Technology),GY125,328.0,,,,328.0,,347.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
658,Languages,Arts (English and Media Studies),GY126,391.0,,,,391.0,,462.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
659,Arts,Arts (Film and Digital Media),GY127,401.0,,,,401.0,,462.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
660,Languages,Arts (Global Languages),GY128,352.0,,,,352.0,,476.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
661,Arts,Arts (International),GY129,420.0,,,,420.0,,462.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
662,Arts,Arts (Music),GY130,408.0,,,,408.0,,495.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
663,Humanities (except languages),Arts (History and Globalisation Studies),GY131,360.0,,,,360.0,,440.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
664,Social and behavioural sciences,"Government (Politics, Economics and Law)",GY132,407.0,,,,407.0,,435.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
665,Education,Education (Computer Science and Mathematical Studies),GY133,422.0,,,,422.0,,498.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
666,Physical sciences,Geography and Geosystems,GY134,410.0,,,,410.0,,445.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
667,Business and administration,Commerce,GY201,433.0,,,,433.0,,466.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
668,Business and administration,Commerce (International) with French,GY202,484.0,,,,484.0,,511.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
669,Business and administration,Commerce (International) with German,GY203,489.0,,,,489.0,,566.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
670,Business and administration,Commerce (International) with Spanish,GY204,495.0,,,,495.0,,511.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
671,Business and administration,Business Information Systems (Work Placement & Optional Int`l Study),GY206,465.0,,,,465.0,,488.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
672,Business and administration,Commerce (Accounting) including optional Global Experience year,GY207,509.0,,,,509.0,,543.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
673,Business and administration,Commerce (Gaeilge),GY208,473.0,,,,473.0,,511.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
674,Business and administration,Commerce (Global Experience),GY209,530.0,,,,530.0,,554.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
675,Law,Law and Business,GY250,487.0,,,,487.0,,510.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
676,Law,Law (BCL),GY251,499.0,,,,499.0,,518.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
677,Law,Law (BCL) and Human Rights,GY252,520.0,,,,520.0,,541.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
678,Law,Law and Taxation,GY253,509.0,,,,509.0,,543.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
679,Law,"Law (BCL), Criminology and Criminal Justice",GY254,530.0,,,,530.0,,554.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
680,Business and administration,"Business Studies (International Hotel Management, interview)",GY261,497.0,,,,497.0,,611.0,8,"National University of Ireland, Galway",#,,,,,,,,,,,GY
681,Business and administration,"Commerce (International Hotel Management, interview)",GY262,681.0,,,,681.0,,724.0,8,"National University of Ireland, Galway",#,,,,,,,,,,,GY
682,Biological and related sciences,Science,GY301,433.0,,432.0,,432.0,,487.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
683,Biological and related sciences,Biomedical Science,GY303,556.0,,,,556.0,,589.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
684,Engineering and engineering trades,Biotechnology,GY304,465.0,,,,465.0,,498.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
685,Environment,Environmental Science,GY308,408.0,,,,408.0,,484.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
686,Mathematics and statistics,Financial Mathematics and Economics,GY309,487.0,,,,487.0,,532.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
687,Physical sciences,Marine Science,GY310,419.0,,,,419.0,,476.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
688,Hygiene and occupational health services,Environmental Health and Safety,GY313,412.0,,,,412.0,,440.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
689,Physical sciences,Earth and Ocean Sciences,GY314,403.0,,,,403.0,,444.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
690,Biological and related sciences,Biopharmaceutical Chemistry,GY318,509.0,,,,509.0,,542.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
691,Mathematics and statistics,Mathematical Science,GY319,476.0,,,,476.0,,566.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
692,Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,402.0,,,,402.0,,478.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
693,Biological and related sciences,Genetics and Genomics,GY321,508.0,,,,508.0,,532.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
694,Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,403.0,,,,403.0,,454.0,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
