,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
1342,Arts,"Animation, Visual Effects and Motion Design (Level 7, portfolio)",TL701,,,,,,,,7,"Institute of Technology, Tralee",#,,,TL
1343,Arts,"TV, Radio and New Media (Level 7)",TL702,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1344,Information and Communication Technologies (ICTs),Computing with Software Development,TL710,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1345,Information and Communication Technologies (ICTs),Computing with Games Development,TL711,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1346,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL715,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1347,Information and Communication Technologies (ICTs),Computer Systems and Networking,TL716,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1348,Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),TL731,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1349,Architecture and construction,Construction Management,TL742,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1350,Agriculture,Agricultural Engineering,TL744,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1351,Architecture and construction,Civil Engineering,TL745,,,,,,,,7,"Institute of Technology, Tralee",,avp,,TL
1352,Engineering and engineering trades,Mechanical and Automation Engineering,TL747,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1353,Biological and related sciences,Agricultural Science,TL748,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1354,Health,Pharmaceutical Science (Degree Award options),TL755,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1355,Veterinary,Animal Bioscience,TL758,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1356,Personal services,Health and Leisure (Degree Award Options),TL771,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1357,Personal services,Health and Leisure with Massage,TL772,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1358,Personal services,Coaching and Sports Performance,TL773,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1359,Personal services,Inclusive Sport and Physical Activity,TL774,,,,,,,,7,"Institute of Technology, Tralee",,avp,,TL
1360,Welfare,Early Childhood Care and Education,TL780,,,,,,,,7,"Institute of Technology, Tralee",,avp,,TL
1361,Welfare,Social Care,TL781,,,,,,,,7,"Institute of Technology, Tralee",,,,TL
1362,Arts,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",TL801,,,,,,,,8,"Institute of Technology, Tralee",#,,,TL
1363,Arts,"TV, Radio and New Media (Level 8)",TL802,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1364,Information and Communication Technologies (ICTs),Computing with Software Development,TL810,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1365,Information and Communication Technologies (ICTs),Computing with Games Development,TL811,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1366,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL815,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1367,Personal services,Event Management (3 year programme),TL823,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1368,Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL831,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1369,Architecture and construction,Construction Management,TL842,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1370,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,TL844,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1371,Architecture and construction,Civil Engineering,TL845,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1372,Manufacturing and processing,Manufacturing Engineering,TL847,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1373,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,TL848,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1374,Environment,Wildlife Biology (Degree Award options),TL851,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1375,Health,Pharmaceutical Science (Degree Award options),TL855,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1376,Veterinary,Veterinary Bioscience,TL858,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1377,Personal services,Health and Leisure (Degree Award options),TL871,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1378,Personal services,Health and Leisure with Massage,TL872,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1379,Personal services,Coaching and Sports Performance,TL873,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1380,Personal services,Inclusive Sport and Physical Activity,TL874,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1381,Welfare,Early Childhood Care and Education,TL880,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1382,Welfare,Social Care,TL881,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1383,Welfare,Counselling with Addiction - Mature applicants only,TL889,,,,,,,,8,"Institute of Technology, Tralee",#,,,TL
1384,Health,General Nursing and Mature Applicants,TL890,,,,,,,,8,"Institute of Technology, Tralee",,,,TL
1385,Health,Mental Health Nursing and Mature Applicants,TL891,,,,,,*,,8,"Institute of Technology, Tralee",,,,TL
1386,Information and Communication Technologies (ICTs),Applied Computing (options),WD001,,,,,,,,8,Waterford Institute of Technology,,avp,,WD
1387,Biological and related sciences,Science (options),WD002,,,,,,,,8,Waterford Institute of Technology,,,,WD
1388,Business and administration,Business,WD003,,,,,,,,6,Waterford Institute of Technology,,avp,,WD
1389,Health,Health Sciences (options),WD005,,,,,,,,8,Waterford Institute of Technology,,,,WD
1390,Personal services,Exercise Sciences (options),WD006,,,,,,,,8,Waterford Institute of Technology,,,,WD
1391,Engineering and engineering trades,Engineering (options),WD007,,,,,,,,8,Waterford Institute of Technology,,avp,,WD
1392,Engineering and engineering trades,Electronic Engineering,WD010,,,,,,,,6,Waterford Institute of Technology,,,,WD
1393,Engineering and engineering trades,Mechanical Engineering,WD011,,,,,,,,6,Waterford Institute of Technology,,,,WD
1394,Law,Legal Studies,WD013,,,,,,,,6,Waterford Institute of Technology,,avp,v,WD
1395,Welfare,Applied Social Care,WD018,,,,,,,,7,Waterford Institute of Technology,,,,WD
1396,Personal services,Recreation and Sport Management,WD019,,,,,,,,7,Waterford Institute of Technology,,avp,,WD
1397,Architecture and construction,Construction Management and Engineering,WD025,,,,,,,,8,Waterford Institute of Technology,,,,WD
1398,Arts,Music,WD027,,,,,,,,8,Waterford Institute of Technology,#,,,WD
1399,Business and administration,Business (options),WD048,,,,,,,,8,Waterford Institute of Technology,,,,WD
1400,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,WD076,,,,,,,,7,Waterford Institute of Technology,,,,WD
1401,Business and administration,Accounting,WD084,,,,,,,,8,Waterford Institute of Technology,,,,WD
1402,Personal services,Hospitality Management,WD091,,,,,,,,8,Waterford Institute of Technology,,,,WD
1403,Architecture and construction,Architectural Technology,WD094,,,,,,,,7,Waterford Institute of Technology,,,,WD
1404,Agriculture,Horticulture (Waterford - Kildalton),WD096,,,,,,,,7,Waterford Institute of Technology,,,,WD
1405,Agriculture,Horticulture (Dublin - National Botanic Gardens),WD097,,,,,,,,7,Waterford Institute of Technology,,,,WD
1406,Health,General Nursing,WD116,,,,,,,,8,Waterford Institute of Technology,,,,WD
1407,Health,Psychiatric Nursing,WD117,,,,,,,,8,Waterford Institute of Technology,,,,WD
1408,Health,Intellectual Disability Nursing,WD120,,,,,,,,8,Waterford Institute of Technology,,,,WD
1409,Agriculture,Agriculture,WD126,,,,,,,,7,Waterford Institute of Technology,,,,WD
1410,Business and administration,International Business,WD134,,,,,,,,8,Waterford Institute of Technology,,,,WD
1411,Arts,Design (Visual Communications),WD137,,,,,,,,8,Waterford Institute of Technology,,,,WD
1412,Law,Laws,WD140,,,,,,,,8,Waterford Institute of Technology,,,,WD
1413,Architecture and construction,Architecture,WD144,,,,,,,,8,Waterford Institute of Technology,,,,WD
1414,Physical sciences,Pharmaceutical Science,WD147,,,,,,,,8,Waterford Institute of Technology,,,,WD
1415,Law,Criminal Justice Studies,WD150,,,,,,,,8,Waterford Institute of Technology,,,,WD
1416,Information and Communication Technologies (ICTs),Software Systems Development,WD151,,,,,,,,7,Waterford Institute of Technology,,,,WD
1417,Arts,Visual Art,WD152,,,,,,,,8,Waterford Institute of Technology,,,,WD
1418,Information and Communication Technologies (ICTs),Multimedia Applications Development,WD153,,,,,,,,7,Waterford Institute of Technology,,,,WD
1419,Information and Communication Technologies (ICTs),Information Technology,WD155,,,,,,,,7,Waterford Institute of Technology,,,,WD
1420,Business and administration,Business,WD159,,,,,,,,7,Waterford Institute of Technology,,,,WD
1421,Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,,,,,,,,8,Waterford Institute of Technology,,,,WD
1422,Architecture and construction,Quantity Surveying,WD162,,,,,,,,8,Waterford Institute of Technology,,,,WD
1423,Social and behavioural sciences,Psychology,WD163,,,,,,,,8,Waterford Institute of Technology,,,,WD
1424,Biological and related sciences,Food Science with Business,WD164,,,,,,,,7,Waterford Institute of Technology,,,,WD
1425,Personal services,Culinary Arts,WD172,,,,,,,,6,Waterford Institute of Technology,,avp,,WD
1426,Personal services,Hospitality Studies,WD173,,,,,,,,6,Waterford Institute of Technology,,,,WD
1427,Personal services,Tourism,WD174,,,,,,,,6,Waterford Institute of Technology,,,,WD
1428,Physical sciences,Pharmaceutical Science,WD175,,,,,,,,7,Waterford Institute of Technology,,,,WD
1429,Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",WD177,,,,,,,,7,Waterford Institute of Technology,,avp,v,WD
1430,Engineering and engineering trades,Electrical Engineering,WD182,,,,,,,,7,Waterford Institute of Technology,,,,WD
1431,Business and administration,Retail Management,WD184,,,,,,,,7,Waterford Institute of Technology,,,,WD
1432,Personal services,Sports Coaching and Performance,WD186,,,,,,,,8,Waterford Institute of Technology,,,,WD
1433,Welfare,Social Science,WD187,,,,,,,,8,Waterford Institute of Technology,,,,WD
1434,Health,Applied Health Care,WD188,,,,,,,,7,Waterford Institute of Technology,,,,WD
1435,Agriculture,Agricultural Science,WD191,,,,,,,,8,Waterford Institute of Technology,,,,WD
1436,Welfare,Social Care Practice,WD192,,,,,,,,8,Waterford Institute of Technology,,,,WD
1437,Business and administration,Marketing and Digital Media,WD193,,,,,,,,8,Waterford Institute of Technology,,,,WD
1438,Personal services,Culinary Arts,WD194,,,,,,,,8,Waterford Institute of Technology,,,,WD
1439,Architecture and construction,Architectural and Building Information Modelling Technology,WD195,,,,,,,,8,Waterford Institute of Technology,,,,WD
1440,Arts,Arts (options),WD200,,,,,,,,8,Waterford Institute of Technology,,avp,,WD
1441,Biological and related sciences,Molecular Biology with Biopharmaceutical Science,WD205,,,,,,,,7,Waterford Institute of Technology,,avp,,WD
1442,Engineering and engineering trades,Electronic Engineering,WD206,,,,,,,,7,Waterford Institute of Technology,,,,WD
1443,Engineering and engineering trades,Mechanical Engineering,WD207,,,,,,,,7,Waterford Institute of Technology,,,,WD
1444,Engineering and engineering trades,Manufacturing Engineering,WD208,,,,,,,,7,Waterford Institute of Technology,,,,WD
1445,Information and Communication Technologies (ICTs),Software Systems Development,WD210,,,,,,,,8,Waterford Institute of Technology,,,,WD
1446,Information and Communication Technologies (ICTs),Creative Computing,WD211,,,,,,,,8,Waterford Institute of Technology,,,,WD
1447,Personal services,Recreation and Sport Management,WD212,,,,,,,,8,Waterford Institute of Technology,,,,WD
1448,Engineering and engineering trades,Mechanical and Manufacturing Engineering,WD230,,,,,,,,8,Waterford Institute of Technology,,avp,,WD
1449,Welfare,Early Childhood Care and Education,WD231,,,,,,,,8,Waterford Institute of Technology,,,,WD
1450,Business and administration,Business Information Systems,WD232,,,,,,,,8,Waterford Institute of Technology,,avp,,WD
