,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
213,Humanities (except languages),Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),CK107,312.0,,,,312.0,,425.0,8,University College Cork (NUI),,,,CK
214,Languages,Arts International - 4 years,CK108,440.0,*,440.0,,440.0,,487.0,8,University College Cork (NUI),,,,CK
215,Languages,English - 3 years or 4 years (International Pathway),CK109,367.0,,357.0,,352.0,,462.0,8,University College Cork (NUI),,,,CK
216,Languages,World Languages,CK110,488.0,,,,488.0,,522.0,8,University College Cork (NUI),,,,CK
217,Welfare,Early Years and Childhood Studies,CK111,409.0,,403.0,,378.0,,445.0,8,University College Cork (NUI),,,,CK
218,Arts,Theatre and Performative Practices - 3 or 4 years (Int`l Pathway),CK112,371.0,,,,371.0,,533.0,8,University College Cork (NUI),#,,,CK
219,Social and behavioural sciences,Criminology - 3 years or 4 years (International Pathway),CK113,464.0,,463.0,,456.0,,486.0,8,University College Cork (NUI),,,,CK
220,Welfare,Social Science (Youth and Community Work),CK114,,,,,,,,8,University College Cork (NUI),#,,,CK
221,Welfare,Social Work - Mature Applicants only,CK115,,,,,,,,8,University College Cork (NUI),,,,CK
222,Arts,Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway),CK118,347.0,,339.0,,339.0,,444.0,8,University College Cork (NUI),,,,CK
223,Social and behavioural sciences,Applied Psychology,CK120,544.0,,543.0,*,543.0,*,555.0,8,University College Cork (NUI),,,,CK
224,Social and behavioural sciences,Psychology and Computing - 3 or 4 years (Work Experience Pathway),CK121,499.0,,488.0,,478.0,,522.0,8,University College Cork (NUI),,,,CK
225,Social and behavioural sciences,Government and Political Science,CK122,399.0,,,,397.0,,465.0,8,University College Cork (NUI),,,,CK
226,Humanities (except languages),Anthropology,CK123,308.0,,,,308.0,,429.0,8,University College Cork (NUI),,,,CK
227,Education,Education - Gaeilge,CK124,473.0,,,,473.0,,522.0,8,University College Cork (NUI),,,,CK
228,Education,Sports Studies and Physical Education,CK125,564.0,,555.0,*,555.0,*,589.0,8,University College Cork (NUI),,,,CK
229,Business and administration,Commerce,CK201,500.0,,499.0,*,499.0,*,532.0,8,University College Cork (NUI),,,,CK
230,Business and administration,Accounting,CK202,553.0,,543.0,*,532.0,*,566.0,8,University College Cork (NUI),,,,CK
231,Information and Communication Technologies (ICTs),Business Information Systems,CK203,455.0,,452.0,,445.0,,490.0,8,University College Cork (NUI),,,,CK
232,Business and administration,Finance,CK204,566.0,*,566.0,*,566.0,,601.0,8,University College Cork (NUI),,,,CK
233,Business and administration,Commerce (International) with French,CK205,465.0,,,,462.0,,522.0,8,University College Cork (NUI),,,,CK
234,Business and administration,Commerce (International) with German,CK206,466.0,,455.0,,455.0,,521.0,8,University College Cork (NUI),,,,CK
235,Business and administration,Commerce (International) with Italian,CK207,423.0,,418.0,,418.0,,441.0,8,University College Cork (NUI),,,,CK
236,Business and administration,Commerce (International) with Hispanic Studies,CK208,488.0,,486.0,,477.0,,528.0,8,University College Cork (NUI),,,,CK
237,Business and administration,Commerce (International) with Irish,CK209,507.0,,,,507.0,,534.0,8,University College Cork (NUI),,,,CK
238,Business and administration,Commerce (International) with Chinese Studies,CK211,385.0,,,,385.0,,477.0,8,University College Cork (NUI),,,,CK
239,Social and behavioural sciences,Economics (through Transformational Learning) 3 or 4 years Int`l Pathway,CK212,445.0,,444.0,,431.0,,474.0,8,University College Cork (NUI),,,,CK
240,Business and administration,Food Marketing and Entrepreneurship,CK213,466.0,,,,466.0,,498.0,8,University College Cork (NUI),,,,CK
241,Social and behavioural sciences,International Development,CK214,332.0,,,,332.0,,451.0,8,University College Cork (NUI),,,,CK
242,Law,Law (Pathways) -  3 or 4 years,CK301,533.0,,532.0,*,532.0,,556.0,8,University College Cork (NUI),,,,CK
243,Law,Law and French,CK302,545.0,,,,545.0,,564.0,8,University College Cork (NUI),,,,CK
244,Law,Law and Irish,CK304,588.0,,,,588.0,,601.0,8,University College Cork (NUI),,,,CK
245,Law,Law and Business,CK307,589.0,*,589.0,*,589.0,,601.0,8,University College Cork (NUI),,,,CK
246,Information and Communication Technologies (ICTs),Computer Science,CK401,503.0,,495.0,,488.0,,531.0,8,University College Cork (NUI),,,,CK
247,Biological and related sciences,Biological and Chemical Sciences,CK402,555.0,*,555.0,,554.0,*,577.0,8,University College Cork (NUI),,,,CK
248,Biological and related sciences,"Biological, Earth and Environmental Sciences",CK404,500.0,,495.0,*,487.0,*,521.0,8,University College Cork (NUI),,,,CK
249,Biological and related sciences,Genetics,CK405,543.0,,,,533.0,,554.0,8,University College Cork (NUI),,,,CK
250,Physical sciences,Chemical Sciences,CK406,532.0,,,,532.0,,554.0,8,University College Cork (NUI),,,,CK
251,Mathematics and statistics,Mathematical Sciences,CK407,566.0,,,,566.0,,601.0,8,University College Cork (NUI),,,,CK
252,Physical sciences,Physics and Astrophysics,CK408,566.0,,,,555.0,,601.0,8,University College Cork (NUI),,,,CK
253,Physical sciences,Industrial Physics - Offered jointly by UCC and CIT,CK409,465.0,,,,465.0,,509.0,8,University College Cork (NUI),,,,CK
254,Information and Communication Technologies (ICTs),Data Science and Analytics,CK411,531.0,,,,531.0,,577.0,8,University College Cork (NUI),,,,CK
255,Agriculture,Agricultural Science,CK412,506.0,,,,506.0,,544.0,8,University College Cork (NUI),,,,CK
256,Biological and related sciences,Nutritional Sciences,CK504,555.0,,554.0,*,544.0,*,566.0,8,University College Cork (NUI),,,,CK
257,Manufacturing and processing,Food Science,CK505,463.0,,,,463.0,,489.0,8,University College Cork (NUI),,,,CK
258,Engineering and engineering trades,Engineering,CK600,510.0,,509.0,*,499.0,,555.0,8,University College Cork (NUI),,,,CK
259,Architecture and construction,Architecture - Offered jointly by UCC and CIT,CK606,543.0,,,,543.0,,565.0,8,University College Cork (NUI),,,,CK
260,Health,Medicine (Undergraduate Entry - HPAT required),CK701,738.0,,737.0,*,737.0,*,743.0,8,University College Cork (NUI),#,,,CK
261,Health,Dentistry,CK702,625.0,*,625.0,*,625.0,*,625.0,8,University College Cork (NUI),,,,CK
262,Health,Pharmacy,CK703,613.0,*,613.0,*,613.0,*,625.0,8,University College Cork (NUI),,,,CK
263,Health,Occupational Therapy,CK704,601.0,*,,,590.0,*,602.0,8,University College Cork (NUI),,,,CK
264,Health,Speech and Language Therapy,CK705,568.0,,566.0,*,566.0,,589.0,8,University College Cork (NUI),,,,CK
265,Health,Public Health Sciences,CK706,500.0,,,,500.0,,532.0,8,University College Cork (NUI),,,,CK
266,Health,Medical and Health Sciences,CK707,578.0,*,,,578.0,*,601.0,8,University College Cork (NUI),,,,CK
267,Health,General Nursing,CK710,498.0,*,497.0,*,495.0,*,519.0,8,University College Cork (NUI),,,,CK
268,Health,Children`s and General Nursing (Integrated),CK712,565.0,,,,565.0,,578.0,8,University College Cork (NUI),,,,CK
269,Health,Mental Health Nursing,CK720,455.0,,452.0,,452.0,,467.0,8,University College Cork (NUI),,,,CK
270,Health,Intellectual Disability Nursing,CK730,431.0,,,,429.0,,451.0,8,University College Cork (NUI),,,,CK
271,Health,Midwifery,CK740,509.0,*,,,509.0,,543.0,8,University College Cork (NUI),,,,CK
272,Health,Medicine  - Graduate Entry (GAMSAT required),CK791,60.0,*,60.0,*,60.0,*,61.0,8,University College Cork (NUI),#,,,CK
273,Business and administration,International Business,AC120,294.0,,294.0,,294.0,,352.0,8,American College,,avp,,AC
274,Humanities (except languages),Liberal Arts,AC137,271.0,,270.0,,270.0,,334.0,8,American College,,avp,,AC
275,Information and Communication Technologies (ICTs),Computing and IT,CT125,242.0,,242.0,,242.0,,334.0,8,CCT College Dublin,,avp,,CT
276,Business and administration,Business,CT325,253.0,,253.0,,253.0,,337.0,8,CCT College Dublin,,avp,,CT
277,Education,Education - Primary Teaching,CM001,508.0,,,,508.0,,518.0,8,Marino Institute of Education,,,,CM
278,Education,Education - Primary Teaching - Gaeltacht Applicants,CM002,462.0,,,,462.0,,506.0,8,Marino Institute of Education,#,,,CM
279,Education,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge,CM003,513.0,,,,513.0,,546.0,8,Marino Institute of Education,#,,,CM
280,Education,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge (daltaí Gaeltachta),CM004,480.0,,,,480.0,,618.0,8,Marino Institute of Education,#,,,CM
281,Education,Education Studies,CM010,382.0,,327.0,,327.0,,440.0,8,Marino Institute of Education,,avp,,CM
282,Education,Early Childhood Education,CM020,317.0,,,,317.0,,377.0,8,Marino Institute of Education,,,,CM
283,Information and Communication Technologies (ICTs),Higher Certificate in Science in Computing Level 6 (2 years),DS602,120.0,,,,273.0,,403.0,6,Dorset College,,,,DS
284,Business and administration,Bachelor of Business Level 7 (3 years),DS701,136.0,,,,136.0,,316.0,7,Dorset College,,,,DS
285,Information and Communication Technologies (ICTs),BSc in Computing Level 7 (3 years),DS702,136.0,,,,136.0,,309.0,7,Dorset College,,,,DS
286,Information and Communication Technologies (ICTs),Computing,DB500,234.0,,234.0,,204.0,,333.0,8,Dublin Business School,,avp,,DB
287,Information and Communication Technologies (ICTs),Computing (Cloud Computing),DB501,,,178.0,,178.0,,309.0,8,Dublin Business School,,avp,,DB
288,Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),DB502,267.0,,233.0,,233.0,,351.0,8,Dublin Business School,,avp,,DB
289,Information and Communication Technologies (ICTs),Computing (Software Development),DB503,,,,,,,0.0,8,Dublin Business School,,,,DB
290,Information and Communication Technologies (ICTs),Computing (Web and Mobile Technology),DB504,,,,,,,0.0,8,Dublin Business School,,,,DB
291,Arts,Audio Production and Music Project Management,DB510,217.0,,217.0,,217.0,,317.0,8,Dublin Business School,,avp,,DB
292,Business and administration,Business Studies,DB512,243.0,,210.0,,210.0,,347.0,8,Dublin Business School,,avp,,DB
293,Business and administration,Business Studies (Law),DB514,239.0,,225.0,,225.0,,346.0,8,Dublin Business School,,avp,,DB
294,Business and administration,Business Studies (Human Resource Management),DB515,242.0,,217.0,,217.0,,318.0,8,Dublin Business School,,avp,,DB
295,Business and administration,Marketing (Event Management),DB517,233.0,,225.0,,225.0,,336.0,8,Dublin Business School,,avp,,DB
296,Business and administration,Marketing (Digital Media),DB518,307.0,,209.0,,209.0,,354.0,8,Dublin Business School,,avp,,DB
297,Business and administration,Accounting and Finance,DB521,243.0,,228.0,,228.0,,379.0,8,Dublin Business School,,avp,,DB
298,Information and Communication Technologies (ICTs),Business (Information Systems),DB524,247.0,,239.0,,239.0,,327.0,8,Dublin Business School,,avp,,DB
299,Business and administration,Marketing (Digital Media and Cloud Computing),DB525,288.0,,288.0,,288.0,,337.0,8,Dublin Business School,,avp,,DB
300,Information and Communication Technologies (ICTs),Business (Cloud Computing),DB526,244.0,,244.0,,244.0,,327.0,8,Dublin Business School,,avp,,DB
301,Social and behavioural sciences,Applied Social Care,DB527,254.0,,219.0,,219.0,,308.0,8,Dublin Business School,,avp,,DB
302,Social and behavioural sciences,Applied Social Care,DB528,146.0,,104.0,,104.0,,321.0,7,Dublin Business School,,avp,,DB
303,Business and administration,Marketing,DB531,288.0,,176.0,,176.0,,368.0,8,Dublin Business School,,avp,,DB
304,Arts,Sound Engineering and Music Production,DB534,139.0,,139.0,,139.0,,357.0,6,Dublin Business School,,avp,,DB
305,Social and behavioural sciences,Psychology,DB562,244.0,,233.0,,233.0,,342.0,8,Dublin Business School,,avp,,DB
306,Arts,Arts,DB563,143.0,,143.0,,137.0,,414.0,6,Dublin Business School,,avp,,DB
307,Social and behavioural sciences,Social Science,DB566,262.0,,228.0,,228.0,,319.0,8,Dublin Business School,,avp,,DB
308,Arts,Film and Creative Media,DB567,245.0,,213.0,,213.0,,298.0,8,Dublin Business School,,avp,,DB
309,Law,Law,DB568,254.0,,228.0,,228.0,,347.0,8,Dublin Business School,,avp,,DB
310,Business and administration,Business (Psychology),DB569,240.0,,240.0,,240.0,,338.0,8,Dublin Business School,,avp,,DB
311,Business and administration,Business Studies,DB571,113.0,,113.0,,113.0,,462.0,7,Dublin Business School,,avp,,DB
312,Business and administration,Business (Accounting),DB572,141.0,,141.0,,141.0,,464.0,7,Dublin Business School,,avp,,DB
313,Business and administration,Business (Marketing),DB573,169.0,,137.0,,137.0,,367.0,7,Dublin Business School,,avp,,DB
314,Information and Communication Technologies (ICTs),Business (Information Technology),DB574,173.0,,173.0,,173.0,,339.0,7,Dublin Business School,,avp,,DB
315,Arts,Film and Creative Media,DB576,101.0,,101.0,,101.0,,399.0,7,Dublin Business School,,avp,,DB
316,Education,Education - Early Childhood Education,DC001,445.0,,,,445.0,,474.0,8,Dublin City University,,,,DC
317,Education,Education - Primary Teaching,DC002,518.0,*,,,518.0,*,543.0,8,Dublin City University,,,,DC
318,Education,Education - Primary Teaching - Gaeltacht Applicants,DC003,489.0,,,,496.0,,509.0,8,Dublin City University,#,,,DC
319,Education,Education - Primary Teaching (Church of Ireland Centre formerly CICE),DC004,451.0,,,,451.0,,,8,Dublin City University,#,,,DC
320,Arts,Arts (Joint Honours) - Humanities,DC009,356.0,,,,356.0,,431.0,8,Dublin City University,,,,DC
321,Education,Post Primary Teacher Education - Religious Education and English,DC010,384.0,,,,384.0,,441.0,8,Dublin City University,,,,DC
322,Education,Post Primary Teacher Education - Religious Education and History,DC011,409.0,,,,409.0,,455.0,8,Dublin City University,,,,DC
323,Education,Post Primary Teacher Education - Religious Education and Music,DC012,409.0,,,,409.0,,451.0,8,Dublin City University,#,,,DC
324,Education,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,DC013,413.0,,,,413.0,,510.0,8,Dublin City University,,,,DC
325,Arts,BA in Jazz and Contemporary Music Performance (audition),DC014,311.0,,,,311.0,,634.0,8,Dublin City University,#,,,DC
326,Business and administration,Business Studies International,DC110,498.0,,,,498.0,,526.0,8,Dublin City University,#,,,DC
327,Business and administration,Business Studies,DC111,511.0,,,,511.0,,532.0,8,Dublin City University,,,,DC
328,Business and administration,Global Business (France),DC112,542.0,*,,,542.0,*,564.0,8,Dublin City University,,,,DC
329,Business and administration,Global Business (Germany),DC113,484.0,,,,484.0,,529.0,8,Dublin City University,,,,DC
330,Business and administration,Global Business (Spain),DC114,544.0,,,,544.0,,562.0,8,Dublin City University,,,,DC
331,Business and administration,Accounting and Finance,DC115,544.0,,,,544.0,,578.0,8,Dublin City University,,,,DC
332,Business and administration,Global Business (USA),DC116,613.0,*,,,613.0,*,625.0,8,Dublin City University,,,,DC
333,Business and administration,Aviation Management / Aviation Management with Pilot Studies,DC117,484.0,,,,484.0,,520.0,8,Dublin City University,,,,DC
334,Business and administration,Gnó agus Gaeilge / Business and Irish,DC118,368.0,,,,368.0,,419.0,8,Dublin City University,,,,DC
335,Business and administration,Global Business (Canada),DC119,601.0,,,,601.0,,601.0,8,Dublin City University,,,,DC
336,Information and Communication Technologies (ICTs),Computing for Business,DC120,403.0,,402.0,,402.0,,440.0,8,Dublin City University,,,,DC
337,Information and Communication Technologies (ICTs),Computer Science,DC121,475.0,,,,476.0,,498.0,8,Dublin City University,,,,DC
338,Information and Communication Technologies (ICTs),Data Science,DC123,501.0,,,,501.0,,542.0,8,Dublin City University,,,,DC
339,Mathematics and statistics,Actuarial Mathematics,DC126,577.0,*,,,577.0,*,601.0,8,Dublin City University,,,,DC
340,Mathematics and statistics,Common Entry into Actuarial and Financial Mathematics,DC127,541.0,,,,541.0,,566.0,8,Dublin City University,,,,DC
341,Journalism and information,Communication Studies,DC131,421.0,,,,421.0,,479.0,8,Dublin City University,,,,DC
342,Journalism and information,Journalism,DC132,452.0,,,,452.0,,487.0,8,Dublin City University,,,,DC
343,Arts,Multimedia,DC133,435.0,,,,435.0,,473.0,8,Dublin City University,,,,DC
344,Languages,Applied Language and Translation Studies,DC155,427.0,,,,431.0,,476.0,8,Dublin City University,,,,DC
345,Physical sciences,Analytical Science,DC161,498.0,,,,498.0,,521.0,8,Dublin City University,,,,DC
346,Physical sciences,Chemical and Pharmaceutical Sciences,DC162,531.0,*,,,532.0,,543.0,8,Dublin City University,,,,DC
347,Physical sciences,Chemical Sciences General Entry (Undenominated Entry),DC163,466.0,*,,,466.0,*,510.0,8,Dublin City University,,,,DC
348,Environment,Environmental Science and Technology,DC166,423.0,*,,,423.0,*,466.0,8,Dublin City University,,,,DC
349,Biological and related sciences,Genetics and Cell Biology,DC168,543.0,*,,,543.0,*,555.0,8,Dublin City University,,,,DC
350,Physical sciences,Physics General Entry (options),DC175,400.0,,,,400.0,,479.0,8,Dublin City University,,,,DC
351,Biological and related sciences,Biological Sciences General Entry (Undenominated Entry),DC180,530.0,,,,530.0,,543.0,8,Dublin City University,,,,DC
352,Biological and related sciences,Biotechnology,DC181,530.0,,,,530.0,,544.0,8,Dublin City University,,,,DC
353,Engineering and engineering trades,Electronic and Computer Engineering (with choice of four majors),DC190,488.0,,,,488.0,,532.0,8,Dublin City University,,,,DC
354,Engineering and engineering trades,Mechatronic Engineering,DC193,490.0,,,,490.0,,532.0,8,Dublin City University,,,,DC
355,Environment,Sustainable Systems and Energy,DC194,476.0,,,,488.0,,509.0,8,Dublin City University,,,,DC
356,Engineering and engineering trades,Mechanical and Manufacturing Engineering,DC195,500.0,,,,500.0,,521.0,8,Dublin City University,,,,DC
357,Health,Biomedical Engineering,DC197,510.0,,,,510.0,,543.0,8,Dublin City University,,,,DC
